league,season,div,date,time,hometeam,awayteam,fulltimehomegoals,fulltimeawaygoals,fulltimeresult,halftimehalfgoals,halftimehomegoals,halftimeresult,referee,homeshots,awayshots,homeshotontarget,awayshotsontarget,homefouls,awayfouls,homecorners,awaycorners,homeyellowcards,awayyellowcards,homeredcards,awayredcards,kickoff_hour,time_of_day,total_goals,goal_difference,total_cards,shot_accuracy_home,shot_accuracy_away,total_shots,total_shots_on_target,total_fouls,total_corners
Ligue 1,2025-2026,F1,2026-03-07,18:00,Auxerre,Strasbourg,0,0,D,0.0,0.0,D,Unknown,10.0,13.0,4.0,5.0,10.0,11.0,5.0,4.0,1.0,2.0,0.0,0.0,18,Evening / Night,0,0,3.0,0.4,0.38461538461538464,23.0,9.0,21.0,9.0
Ligue 1,2025-2026,F1,2026-03-07,20:05,Toulouse,Marseille,0,1,A,0.0,1.0,A,Unknown,12.0,10.0,2.0,3.0,15.0,14.0,4.0,2.0,2.0,3.0,0.0,0.0,20,Evening / Night,1,1,5.0,0.16666666666666666,0.3,22.0,5.0,29.0,6.0
Ligue 1,2025-2026,F1,2026-03-08,14:00,Lens,Metz,3,0,H,1.0,0.0,H,Unknown,24.0,5.0,7.0,0.0,12.0,17.0,6.0,4.0,0.0,3.0,0.0,0.0,14,Afternoon,3,3,3.0,0.2916666666666667,0.0,29.0,7.0,29.0,10.0
Ligue 1,2025-2026,F1,2026-03-08,16:15,Brest,Le Havre,2,0,H,1.0,0.0,H,Unknown,11.0,14.0,2.0,0.0,15.0,17.0,1.0,3.0,3.0,1.0,0.0,0.0,16,Afternoon,2,2,4.0,0.18181818181818182,0.0,25.0,2.0,32.0,4.0
Ligue 1,2025-2026,F1,2026-03-08,16:15,Lille,Lorient,1,1,D,0.0,0.0,D,Unknown,12.0,9.0,2.0,5.0,14.0,13.0,5.0,1.0,4.0,1.0,0.0,0.0,16,Afternoon,2,0,5.0,0.16666666666666666,0.5555555555555556,21.0,7.0,27.0,6.0
Ligue 1,2025-2026,F1,2026-03-08,16:15,Nice,Rennes,0,4,A,0.0,2.0,A,Unknown,14.0,12.0,2.0,6.0,9.0,8.0,7.0,1.0,2.0,1.0,0.0,0.0,16,Afternoon,4,4,3.0,0.14285714285714285,0.5,26.0,8.0,17.0,8.0
Ligue 1,2025-2026,F1,2026-03-08,19:45,Lyon,Paris FC,1,1,D,0.0,0.0,D,Unknown,14.0,14.0,4.0,4.0,7.0,9.0,8.0,2.0,2.0,0.0,0.0,0.0,19,Evening / Night,2,0,2.0,0.2857142857142857,0.2857142857142857,28.0,8.0,16.0,10.0
Ligue 1,2025-2026,F1,2026-03-13,19:45,Marseille,Auxerre,1,0,H,0.0,0.0,D,Unknown,16.0,8.0,3.0,3.0,12.0,17.0,9.0,2.0,4.0,2.0,0.0,0.0,19,Evening / Night,1,1,6.0,0.1875,0.375,24.0,6.0,29.0,11.0
Ligue 1,2025-2026,F1,2026-03-14,16:00,Lorient,Lens,2,1,H,1.0,0.0,H,Unknown,6.0,20.0,3.0,6.0,6.0,11.0,1.0,10.0,2.0,3.0,0.0,0.0,16,Afternoon,3,1,5.0,0.5,0.3,26.0,9.0,17.0,11.0
Ligue 1,2025-2026,F1,2026-03-14,18:00,Angers,Nice,0,2,A,0.0,0.0,D,Unknown,11.0,12.0,1.0,8.0,10.0,13.0,7.0,6.0,1.0,3.0,0.0,0.0,18,Evening / Night,2,2,4.0,0.09090909090909091,0.6666666666666666,23.0,9.0,23.0,13.0
Ligue 1,2025-2026,F1,2026-03-14,20:05,Monaco,Brest,2,0,H,1.0,0.0,H,Unknown,10.0,13.0,4.0,1.0,9.0,8.0,3.0,8.0,2.0,1.0,0.0,0.0,20,Evening / Night,2,2,3.0,0.4,0.07692307692307693,23.0,5.0,17.0,11.0
Ligue 1,2025-2026,F1,2026-03-15,14:00,Strasbourg,Paris FC,0,0,D,0.0,0.0,D,Unknown,12.0,11.0,3.0,2.0,11.0,17.0,12.0,4.0,1.0,0.0,0.0,0.0,14,Afternoon,0,0,1.0,0.25,0.18181818181818182,23.0,5.0,28.0,16.0
Ligue 1,2025-2026,F1,2026-03-15,16:15,Le Havre,Lyon,0,0,D,0.0,0.0,D,Unknown,12.0,13.0,4.0,4.0,7.0,16.0,2.0,2.0,1.0,3.0,1.0,0.0,16,Afternoon,0,0,5.0,0.3333333333333333,0.3076923076923077,25.0,8.0,23.0,4.0
Ligue 1,2025-2026,F1,2026-03-15,16:15,Metz,Toulouse,3,4,A,2.0,3.0,A,Unknown,17.0,19.0,8.0,6.0,10.0,13.0,4.0,4.0,0.0,3.0,0.0,0.0,16,Afternoon,7,1,3.0,0.47058823529411764,0.3157894736842105,36.0,14.0,23.0,8.0
Ligue 1,2025-2026,F1,2026-03-15,19:45,Rennes,Lille,1,2,A,0.0,1.0,A,Unknown,12.0,8.0,4.0,3.0,16.0,7.0,5.0,2.0,2.0,5.0,0.0,0.0,19,Evening / Night,3,1,7.0,0.3333333333333333,0.375,20.0,7.0,23.0,7.0
Ligue 1,2025-2026,F1,2026-03-20,19:45,Lens,Angers,5,1,H,3.0,0.0,H,Unknown,26.0,16.0,9.0,5.0,7.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,19,Evening / Night,6,4,0.0,0.34615384615384615,0.3125,42.0,14.0,12.0,10.0
Ligue 1,2025-2026,F1,2026-03-21,16:00,Toulouse,Lorient,1,0,H,0.0,0.0,D,Unknown,12.0,7.0,4.0,2.0,9.0,10.0,1.0,4.0,2.0,3.0,0.0,0.0,16,Afternoon,1,1,5.0,0.3333333333333333,0.2857142857142857,19.0,6.0,19.0,5.0
Ligue 1,2025-2026,F1,2026-03-21,18:00,Auxerre,Brest,3,0,H,1.0,0.0,H,Unknown,11.0,9.0,7.0,2.0,10.0,14.0,6.0,3.0,0.0,4.0,1.0,0.0,18,Evening / Night,3,3,5.0,0.6363636363636364,0.2222222222222222,20.0,9.0,24.0,9.0
Ligue 1,2025-2026,F1,2026-03-21,20:05,Nice,Paris SG,0,4,A,0.0,1.0,A,Unknown,6.0,17.0,1.0,10.0,12.0,5.0,2.0,5.0,0.0,1.0,1.0,0.0,20,Evening / Night,4,4,2.0,0.16666666666666666,0.5882352941176471,23.0,11.0,17.0,7.0
Ligue 1,2025-2026,F1,2026-03-22,14:00,Lyon,Monaco,1,2,A,1.0,0.0,H,Unknown,15.0,21.0,4.0,7.0,11.0,19.0,2.0,6.0,1.0,3.0,1.0,0.0,14,Afternoon,3,1,5.0,0.26666666666666666,0.3333333333333333,36.0,11.0,30.0,8.0
Ligue 1,2025-2026,F1,2026-03-22,16:15,Marseille,Lille,1,2,A,1.0,0.0,H,Unknown,14.0,11.0,3.0,4.0,8.0,6.0,6.0,4.0,1.0,3.0,0.0,0.0,16,Afternoon,3,1,4.0,0.21428571428571427,0.36363636363636365,25.0,7.0,14.0,10.0
Ligue 1,2025-2026,F1,2026-03-22,16:15,Paris FC,Le Havre,3,2,H,2.0,0.0,H,Unknown,15.0,20.0,4.0,6.0,9.0,13.0,9.0,5.0,0.0,1.0,1.0,0.0,16,Afternoon,5,1,2.0,0.26666666666666666,0.3,35.0,10.0,22.0,14.0
Ligue 1,2025-2026,F1,2026-03-22,16:15,Rennes,Metz,0,0,D,0.0,0.0,D,Unknown,25.0,7.0,8.0,2.0,13.0,13.0,8.0,2.0,1.0,3.0,0.0,0.0,16,Afternoon,0,0,4.0,0.32,0.2857142857142857,32.0,10.0,26.0,10.0
Ligue 1,2025-2026,F1,2026-03-22,19:45,Nantes,Strasbourg,2,3,A,1.0,1.0,D,Unknown,14.0,13.0,9.0,9.0,15.0,17.0,3.0,6.0,3.0,3.0,0.0,0.0,19,Evening / Night,5,1,6.0,0.6428571428571429,0.6923076923076923,27.0,18.0,32.0,9.0
Ligue 1,2025-2026,F1,2026-04-03,19:45,Paris SG,Toulouse,3,1,H,2.0,1.0,H,Unknown,17.0,5.0,7.0,1.0,4.0,13.0,5.0,2.0,0.0,1.0,0.0,0.0,19,Evening / Night,4,2,1.0,0.4117647058823529,0.2,22.0,8.0,17.0,7.0
Ligue 1,2025-2026,F1,2026-04-04,16:00,Strasbourg,Nice,3,1,H,3.0,0.0,H,Unknown,16.0,8.0,6.0,3.0,7.0,15.0,4.0,10.0,0.0,2.0,0.0,0.0,16,Afternoon,4,2,2.0,0.375,0.375,24.0,9.0,22.0,14.0
Ligue 1,2025-2026,F1,2026-04-04,18:00,Brest,Rennes,3,4,A,1.0,2.0,A,Unknown,10.0,15.0,4.0,7.0,13.0,11.0,3.0,7.0,2.0,4.0,0.0,0.0,18,Evening / Night,7,1,6.0,0.4,0.4666666666666667,25.0,11.0,24.0,10.0
Ligue 1,2025-2026,F1,2026-04-04,20:05,Lille,Lens,3,0,H,1.0,0.0,H,Unknown,13.0,5.0,7.0,1.0,9.0,13.0,3.0,3.0,3.0,2.0,0.0,0.0,20,Evening / Night,3,3,5.0,0.5384615384615384,0.2,18.0,8.0,22.0,6.0
Ligue 1,2025-2026,F1,2026-04-05,14:00,Angers,Lyon,0,0,D,0.0,0.0,D,Unknown,7.0,11.0,1.0,2.0,14.0,13.0,3.0,7.0,3.0,0.0,0.0,0.0,14,Afternoon,0,0,3.0,0.14285714285714285,0.18181818181818182,18.0,3.0,27.0,10.0
Ligue 1,2025-2026,F1,2026-04-05,16:15,Le Havre,Auxerre,1,1,D,1.0,1.0,D,Unknown,10.0,12.0,3.0,2.0,16.0,21.0,5.0,5.0,2.0,2.0,0.0,0.0,16,Afternoon,2,0,4.0,0.3,0.16666666666666666,22.0,5.0,37.0,10.0
Ligue 1,2025-2026,F1,2026-04-05,16:15,Lorient,Paris FC,1,1,D,0.0,0.0,D,Unknown,10.0,7.0,3.0,5.0,8.0,6.0,5.0,6.0,1.0,2.0,0.0,0.0,16,Afternoon,2,0,3.0,0.3,0.7142857142857143,17.0,8.0,14.0,11.0
Ligue 1,2025-2026,F1,2026-04-05,16:15,Metz,Nantes,0,0,D,0.0,0.0,D,Unknown,19.0,6.0,5.0,2.0,14.0,10.0,6.0,3.0,2.0,1.0,0.0,1.0,16,Afternoon,0,0,4.0,0.2631578947368421,0.3333333333333333,25.0,7.0,24.0,9.0
Ligue 1,2025-2026,F1,2026-04-05,19:45,Monaco,Marseille,2,1,H,0.0,0.0,D,Unknown,7.0,19.0,3.0,9.0,14.0,9.0,0.0,8.0,2.0,2.0,0.0,0.0,19,Evening / Night,3,1,4.0,0.42857142857142855,0.47368421052631576,26.0,12.0,23.0,8.0
Ligue 1,2025-2026,F1,2026-04-10,18:00,Paris FC,Monaco,4,1,H,3.0,1.0,H,Unknown,12.0,19.0,6.0,5.0,5.0,6.0,1.0,11.0,1.0,0.0,0.0,0.0,18,Evening / Night,5,3,1.0,0.5,0.2631578947368421,31.0,11.0,11.0,12.0
Ligue 1,2025-2026,F1,2026-04-10,20:05,Marseille,Metz,3,1,H,1.0,0.0,H,Unknown,18.0,6.0,9.0,2.0,12.0,8.0,7.0,4.0,1.0,2.0,0.0,0.0,20,Evening / Night,4,2,3.0,0.5,0.3333333333333333,24.0,11.0,20.0,11.0
Ligue 1,2025-2026,F1,2026-04-11,18:00,Auxerre,Nantes,0,0,D,0.0,0.0,D,Unknown,5.0,13.0,0.0,4.0,20.0,15.0,3.0,2.0,0.0,4.0,0.0,0.0,18,Evening / Night,0,0,4.0,0.0,0.3076923076923077,18.0,4.0,35.0,5.0
Ligue 1,2025-2026,F1,2026-04-11,20:05,Rennes,Angers,2,1,H,2.0,0.0,H,Unknown,15.0,6.0,7.0,4.0,9.0,15.0,11.0,3.0,0.0,2.0,0.0,0.0,20,Evening / Night,3,1,2.0,0.4666666666666667,0.6666666666666666,21.0,11.0,24.0,14.0
Ligue 1,2025-2026,F1,2026-04-12,16:15,Nice,Le Havre,1,1,D,0.0,1.0,A,Unknown,15.0,11.0,5.0,6.0,20.0,14.0,5.0,2.0,1.0,1.0,0.0,0.0,16,Afternoon,2,0,2.0,0.3333333333333333,0.5454545454545454,26.0,11.0,34.0,7.0
Ligue 1,2025-2026,F1,2026-04-12,16:15,Toulouse,Lille,0,4,A,0.0,1.0,A,Unknown,9.0,15.0,1.0,9.0,13.0,12.0,4.0,2.0,2.0,0.0,1.0,0.0,16,Afternoon,4,4,3.0,0.1111111111111111,0.6,24.0,10.0,25.0,6.0
Ligue 1,2025-2026,F1,2026-04-12,19:45,Lyon,Lorient,2,0,H,0.0,0.0,D,Unknown,11.0,12.0,5.0,6.0,17.0,14.0,4.0,6.0,4.0,1.0,0.0,0.0,19,Evening / Night,2,2,5.0,0.45454545454545453,0.5,23.0,11.0,31.0,10.0
Ligue 1,2025-2026,F1,2026-04-17,19:45,Lens,Toulouse,3,2,H,0.0,2.0,A,Unknown,41.0,5.0,13.0,2.0,9.0,15.0,14.0,1.0,1.0,1.0,0.0,1.0,19,Evening / Night,5,1,3.0,0.3170731707317073,0.4,46.0,15.0,24.0,15.0
Ligue 1,2025-2026,F1,2026-04-18,16:00,Lorient,Marseille,2,0,H,1.0,0.0,H,Unknown,11.0,16.0,4.0,2.0,6.0,10.0,1.0,7.0,0.0,3.0,0.0,0.0,16,Afternoon,2,2,3.0,0.36363636363636365,0.125,27.0,6.0,16.0,8.0
Ligue 1,2025-2026,F1,2026-04-18,18:00,Angers,Le Havre,1,1,D,1.0,1.0,D,Unknown,11.0,16.0,5.0,8.0,15.0,20.0,4.0,3.0,1.0,3.0,0.0,1.0,18,Evening / Night,2,0,5.0,0.45454545454545453,0.5,27.0,13.0,35.0,7.0
Ligue 1,2025-2026,F1,2026-04-18,20:05,Lille,Nice,0,0,D,0.0,0.0,D,Unknown,9.0,5.0,2.0,1.0,9.0,10.0,5.0,3.0,3.0,1.0,0.0,0.0,20,Evening / Night,0,0,4.0,0.2222222222222222,0.2,14.0,3.0,19.0,8.0
Ligue 1,2025-2026,F1,2026-04-19,14:00,Monaco,Auxerre,2,2,D,0.0,2.0,A,Unknown,15.0,12.0,6.0,7.0,19.0,8.0,11.0,3.0,2.0,3.0,0.0,0.0,14,Afternoon,4,0,5.0,0.4,0.5833333333333334,27.0,13.0,27.0,14.0
Ligue 1,2025-2026,F1,2026-04-19,16:15,Metz,Paris FC,1,3,A,1.0,1.0,D,Unknown,13.0,15.0,6.0,7.0,9.0,8.0,6.0,5.0,2.0,2.0,0.0,0.0,16,Afternoon,4,2,4.0,0.46153846153846156,0.4666666666666667,28.0,13.0,17.0,11.0
Ligue 1,2025-2026,F1,2026-04-19,16:15,Nantes,Brest,1,1,D,1.0,0.0,H,Unknown,17.0,4.0,4.0,2.0,13.0,17.0,11.0,0.0,2.0,2.0,1.0,0.0,16,Afternoon,2,0,5.0,0.23529411764705882,0.5,21.0,6.0,30.0,11.0
Ligue 1,2025-2026,F1,2026-04-19,16:15,Strasbourg,Rennes,0,3,A,0.0,1.0,A,Unknown,9.0,26.0,1.0,9.0,10.0,12.0,2.0,9.0,0.0,1.0,0.0,0.0,16,Afternoon,3,3,1.0,0.1111111111111111,0.34615384615384615,35.0,10.0,22.0,11.0
Ligue 1,2025-2026,F1,2026-04-19,19:45,Paris SG,Lyon,1,2,A,0.0,2.0,A,Unknown,23.0,6.0,6.0,5.0,10.0,8.0,13.0,5.0,5.0,1.0,0.0,0.0,19,Evening / Night,3,1,6.0,0.2608695652173913,0.8333333333333334,29.0,11.0,18.0,18.0
Ligue 1,2025-2026,F1,2026-04-22,18:00,Paris SG,Nantes,3,0,H,2.0,0.0,H,Unknown,14.0,11.0,6.0,4.0,11.0,8.0,7.0,6.0,2.0,1.0,0.0,0.0,18,Evening / Night,3,3,3.0,0.42857142857142855,0.36363636363636365,25.0,10.0,19.0,13.0
Ligue 1,2025-2026,F1,2026-04-24,19:45,Brest,Lens,3,3,D,3.0,0.0,H,Unknown,6.0,25.0,3.0,7.0,7.0,11.0,0.0,6.0,3.0,3.0,0.0,0.0,19,Evening / Night,6,0,6.0,0.5,0.28,31.0,10.0,18.0,6.0
Ligue 1,2025-2026,F1,2026-04-25,14:00,Lyon,Auxerre,3,2,H,1.0,1.0,D,Unknown,12.0,9.0,6.0,2.0,11.0,15.0,6.0,3.0,1.0,2.0,0.0,0.0,14,Afternoon,5,1,3.0,0.5,0.2222222222222222,21.0,8.0,26.0,9.0
Ligue 1,2025-2026,F1,2026-04-25,18:00,Angers,Paris SG,0,3,A,0.0,2.0,A,Unknown,6.0,17.0,1.0,10.0,9.0,3.0,5.0,4.0,0.0,2.0,0.0,1.0,18,Evening / Night,3,3,3.0,0.16666666666666666,0.5882352941176471,23.0,11.0,12.0,9.0
Ligue 1,2025-2026,F1,2026-04-25,20:05,Toulouse,Monaco,2,2,D,0.0,2.0,A,Unknown,18.0,8.0,5.0,5.0,17.0,10.0,4.0,2.0,3.0,2.0,0.0,0.0,20,Evening / Night,4,0,5.0,0.2777777777777778,0.625,26.0,10.0,27.0,6.0
Ligue 1,2025-2026,F1,2026-04-26,14:00,Lorient,Strasbourg,2,3,A,1.0,0.0,H,Unknown,14.0,11.0,6.0,5.0,9.0,16.0,9.0,7.0,1.0,2.0,0.0,0.0,14,Afternoon,5,1,3.0,0.42857142857142855,0.45454545454545453,25.0,11.0,25.0,16.0
Ligue 1,2025-2026,F1,2026-04-26,16:15,Le Havre,Metz,4,4,D,2.0,2.0,D,Unknown,14.0,12.0,5.0,5.0,12.0,12.0,6.0,4.0,3.0,1.0,0.0,0.0,16,Afternoon,8,0,4.0,0.35714285714285715,0.4166666666666667,26.0,10.0,24.0,10.0
Ligue 1,2025-2026,F1,2026-04-26,16:15,Paris FC,Lille,0,1,A,0.0,1.0,A,Unknown,7.0,10.0,2.0,4.0,12.0,10.0,7.0,3.0,6.0,3.0,1.0,0.0,16,Afternoon,1,1,10.0,0.2857142857142857,0.4,17.0,6.0,22.0,10.0
Ligue 1,2025-2026,F1,2026-04-26,16:15,Rennes,Nantes,2,1,H,1.0,1.0,D,Unknown,14.0,24.0,5.0,8.0,15.0,15.0,6.0,8.0,3.0,2.0,0.0,0.0,16,Afternoon,3,1,5.0,0.35714285714285715,0.3333333333333333,38.0,13.0,30.0,14.0
Ligue 1,2025-2026,F1,2026-04-26,19:45,Marseille,Nice,1,1,D,0.0,0.0,D,Unknown,24.0,5.0,6.0,2.0,14.0,7.0,7.0,1.0,4.0,1.0,0.0,0.0,19,Evening / Night,2,0,5.0,0.25,0.4,29.0,8.0,21.0,8.0
Ligue 1,2025-2026,F1,2026-05-02,14:00,Nantes,Marseille,3,0,H,0.0,0.0,D,Unknown,17.0,16.0,6.0,8.0,12.0,11.0,7.0,8.0,1.0,3.0,0.0,0.0,14,Afternoon,3,3,4.0,0.35294117647058826,0.5,33.0,14.0,23.0,15.0
Ligue 1,2025-2026,F1,2026-05-02,16:00,Paris SG,Lorient,2,2,D,1.0,1.0,D,Unknown,24.0,5.0,6.0,3.0,9.0,7.0,12.0,2.0,1.0,1.0,0.0,0.0,16,Afternoon,4,0,2.0,0.25,0.6,29.0,9.0,16.0,14.0
Ligue 1,2025-2026,F1,2026-05-02,18:00,Metz,Monaco,1,2,A,0.0,0.0,D,Unknown,13.0,15.0,1.0,3.0,10.0,15.0,5.0,9.0,0.0,2.0,0.0,0.0,18,Evening / Night,3,1,2.0,0.07692307692307693,0.2,28.0,4.0,25.0,14.0
Ligue 1,2025-2026,F1,2026-05-02,20:05,Nice,Lens,1,1,D,0.0,0.0,D,Unknown,9.0,16.0,2.0,4.0,11.0,10.0,7.0,8.0,2.0,3.0,0.0,1.0,20,Evening / Night,2,0,6.0,0.2222222222222222,0.25,25.0,6.0,21.0,15.0
Ligue 1,2025-2026,F1,2026-05-03,14:00,Lille,Le Havre,1,1,D,1.0,1.0,D,Unknown,22.0,2.0,10.0,2.0,9.0,15.0,14.0,5.0,2.0,3.0,0.0,0.0,14,Afternoon,2,0,5.0,0.45454545454545453,1.0,24.0,12.0,24.0,19.0
Ligue 1,2025-2026,F1,2026-05-03,16:15,Auxerre,Angers,3,1,H,1.0,0.0,H,Unknown,19.0,9.0,10.0,3.0,12.0,2.0,4.0,6.0,2.0,4.0,0.0,1.0,16,Afternoon,4,2,7.0,0.5263157894736842,0.3333333333333333,28.0,13.0,14.0,10.0
Ligue 1,2025-2026,F1,2026-05-03,16:15,Paris FC,Brest,4,0,H,2.0,0.0,H,Unknown,17.0,10.0,8.0,1.0,10.0,8.0,7.0,3.0,2.0,1.0,0.0,0.0,16,Afternoon,4,4,3.0,0.47058823529411764,0.1,27.0,9.0,18.0,10.0
Ligue 1,2025-2026,F1,2026-05-03,16:15,Strasbourg,Toulouse,1,2,A,1.0,1.0,D,Unknown,9.0,16.0,4.0,6.0,7.0,15.0,8.0,3.0,1.0,3.0,0.0,0.0,16,Afternoon,3,1,4.0,0.4444444444444444,0.375,25.0,10.0,22.0,11.0
Ligue 1,2025-2026,F1,2026-05-03,19:45,Lyon,Rennes,4,2,H,2.0,1.0,H,Unknown,16.0,8.0,9.0,5.0,10.0,14.0,7.0,5.0,0.0,3.0,0.0,0.0,19,Evening / Night,6,2,3.0,0.5625,0.625,24.0,14.0,24.0,12.0
Ligue 1,2025-2026,F1,2026-05-08,19:45,Lens,Nantes,1,0,H,0.0,0.0,D,Unknown,14.0,15.0,5.0,3.0,15.0,15.0,8.0,3.0,2.0,1.0,0.0,0.0,19,Evening / Night,1,1,3.0,0.35714285714285715,0.2,29.0,8.0,30.0,11.0
Ligue 1,2025-2026,F1,2026-05-10,20:00,Angers,Strasbourg,1,1,D,0.0,1.0,A,Unknown,11.0,15.0,4.0,6.0,16.0,13.0,0.0,2.0,2.0,2.0,0.0,0.0,20,Evening / Night,2,0,4.0,0.36363636363636365,0.4,26.0,10.0,29.0,2.0
Ligue 1,2025-2026,F1,2026-05-10,20:00,Auxerre,Nice,2,1,H,1.0,1.0,D,Unknown,12.0,10.0,4.0,6.0,15.0,9.0,10.0,1.0,1.0,0.0,0.0,0.0,20,Evening / Night,3,1,1.0,0.3333333333333333,0.6,22.0,10.0,24.0,11.0
Ligue 1,2025-2026,F1,2026-05-10,20:00,Le Havre,Marseille,0,1,A,0.0,0.0,D,Unknown,10.0,8.0,2.0,3.0,20.0,22.0,3.0,0.0,4.0,2.0,0.0,0.0,20,Evening / Night,1,1,6.0,0.2,0.375,18.0,5.0,42.0,3.0
Ligue 1,2025-2026,F1,2026-05-10,20:00,Metz,Lorient,0,4,A,0.0,1.0,A,Unknown,8.0,14.0,2.0,7.0,8.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,20,Evening / Night,4,4,4.0,0.25,0.5,22.0,9.0,16.0,11.0
Ligue 1,2025-2026,F1,2026-05-10,20:00,Monaco,Lille,0,1,A,0.0,0.0,D,Unknown,7.0,7.0,3.0,2.0,13.0,10.0,5.0,2.0,1.0,3.0,0.0,0.0,20,Evening / Night,1,1,4.0,0.42857142857142855,0.2857142857142857,14.0,5.0,23.0,7.0
Ligue 1,2025-2026,F1,2026-05-10,20:00,Paris SG,Brest,1,0,H,0.0,0.0,D,Unknown,23.0,3.0,6.0,2.0,5.0,12.0,13.0,2.0,0.0,0.0,0.0,0.0,20,Evening / Night,1,1,0.0,0.2608695652173913,0.6666666666666666,26.0,8.0,17.0,15.0
Ligue 1,2025-2026,F1,2026-05-10,20:00,Rennes,Paris FC,2,1,H,0.0,0.0,D,Unknown,14.0,11.0,5.0,1.0,13.0,11.0,8.0,2.0,0.0,2.0,0.0,0.0,20,Evening / Night,3,1,2.0,0.35714285714285715,0.09090909090909091,25.0,6.0,24.0,10.0
Ligue 1,2025-2026,F1,2026-05-10,20:00,Toulouse,Lyon,2,1,H,1.0,0.0,H,Unknown,14.0,18.0,6.0,3.0,20.0,9.0,7.0,8.0,6.0,2.0,1.0,0.0,20,Evening / Night,3,1,9.0,0.42857142857142855,0.16666666666666666,32.0,9.0,29.0,15.0
Ligue 1,2025-2026,F1,2026-05-13,18:00,Brest,Strasbourg,1,2,A,1.0,2.0,A,Unknown,21.0,10.0,6.0,5.0,10.0,11.0,5.0,4.0,0.0,1.0,0.0,0.0,18,Evening / Night,3,1,1.0,0.2857142857142857,0.5,31.0,11.0,21.0,9.0
Ligue 1,2025-2026,F1,2026-05-13,20:00,Lens,Paris SG,0,2,A,0.0,1.0,A,Unknown,25.0,10.0,10.0,3.0,9.0,3.0,6.0,3.0,0.0,1.0,0.0,0.0,20,Evening / Night,2,2,1.0,0.4,0.3,35.0,13.0,12.0,9.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Brest,Angers,1,1,D,0.0,0.0,D,Unknown,18.0,8.0,5.0,2.0,9.0,8.0,6.0,3.0,1.0,1.0,0.0,0.0,20,Evening / Night,2,0,2.0,0.2777777777777778,0.25,26.0,7.0,17.0,9.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Lille,Auxerre,0,2,A,0.0,1.0,A,Unknown,12.0,7.0,3.0,4.0,9.0,16.0,4.0,2.0,3.0,2.0,0.0,0.0,20,Evening / Night,2,2,5.0,0.25,0.5714285714285714,19.0,7.0,25.0,6.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Lorient,Le Havre,0,2,A,0.0,1.0,A,Unknown,12.0,7.0,2.0,4.0,11.0,11.0,5.0,1.0,2.0,1.0,0.0,0.0,20,Evening / Night,2,2,3.0,0.16666666666666666,0.5714285714285714,19.0,6.0,22.0,6.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Lyon,Lens,0,4,A,0.0,3.0,A,Unknown,16.0,14.0,4.0,4.0,10.0,11.0,20.0,8.0,1.0,4.0,0.0,0.0,20,Evening / Night,4,4,5.0,0.25,0.2857142857142857,30.0,8.0,21.0,28.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Marseille,Rennes,3,1,H,2.0,0.0,H,Unknown,27.0,27.0,11.0,6.0,11.0,10.0,4.0,11.0,3.0,1.0,0.0,0.0,20,Evening / Night,4,2,4.0,0.4074074074074074,0.2222222222222222,54.0,17.0,21.0,15.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Nantes,Toulouse,0,0,D,0.0,0.0,D,Unknown,2.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,20,Evening / Night,0,0,0.0,0.5,0.5,4.0,2.0,8.0,4.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Nice,Metz,0,0,D,0.0,0.0,D,Unknown,22.0,16.0,4.0,4.0,11.0,15.0,10.0,4.0,2.0,1.0,0.0,0.0,20,Evening / Night,0,0,3.0,0.18181818181818182,0.25,38.0,8.0,26.0,14.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Paris FC,Paris SG,2,1,H,0.0,0.0,D,Unknown,17.0,9.0,9.0,2.0,8.0,9.0,3.0,3.0,2.0,1.0,0.0,0.0,20,Evening / Night,3,1,3.0,0.5294117647058824,0.2222222222222222,26.0,11.0,17.0,6.0
Ligue 1,2025-2026,F1,2026-05-17,20:00,Strasbourg,Monaco,5,4,H,1.0,3.0,A,Unknown,15.0,21.0,7.0,8.0,7.0,11.0,4.0,6.0,1.0,2.0,0.0,0.0,20,Evening / Night,9,1,3.0,0.4666666666666667,0.38095238095238093,36.0,15.0,18.0,10.0
Premier League,2022-2023,E0,2022-08-05,20:00,Crystal Palace,Arsenal,0,2,A,0.0,1.0,A,A Taylor,10.0,10.0,2.0,2.0,16.0,11.0,3.0,5.0,1.0,2.0,0.0,0.0,20,Evening / Night,2,2,3.0,0.2,0.2,20.0,4.0,27.0,8.0
Premier League,2022-2023,E0,2022-08-06,12:30,Fulham,Liverpool,2,2,D,1.0,0.0,H,A Madley,9.0,11.0,3.0,4.0,7.0,9.0,4.0,4.0,2.0,0.0,0.0,0.0,12,Early Kickoff,4,0,2.0,0.3333333333333333,0.36363636363636365,20.0,7.0,16.0,8.0
