league,season,div,date,time,hometeam,awayteam,fulltimehomegoals,fulltimeawaygoals,fulltimeresult,halftimehalfgoals,halftimehomegoals,halftimeresult,referee,homeshots,awayshots,homeshotontarget,awayshotsontarget,homefouls,awayfouls,homecorners,awaycorners,homeyellowcards,awayyellowcards,homeredcards,awayredcards,kickoff_hour,time_of_day,total_goals,goal_difference,total_cards,shot_accuracy_home,shot_accuracy_away,total_shots,total_shots_on_target,total_fouls,total_corners
La Liga,2024-2025,SP1,2025-05-10,17:30,Girona,Villarreal,0,1,A,0.0,0.0,D,Unknown,7.0,14.0,0.0,5.0,13.0,10.0,5.0,3.0,2.0,3.0,0.0,0.0,17,Evening / Night,1,1,5.0,0.0,0.35714285714285715,21.0,5.0,23.0,8.0
La Liga,2024-2025,SP1,2025-05-10,17:30,Mallorca,Valladolid,2,1,H,1.0,1.0,D,Unknown,12.0,16.0,4.0,7.0,16.0,12.0,5.0,10.0,2.0,1.0,0.0,0.0,17,Evening / Night,3,1,3.0,0.3333333333333333,0.4375,28.0,11.0,28.0,15.0
La Liga,2024-2025,SP1,2025-05-10,20:00,Ath Madrid,Sociedad,4,0,H,4.0,0.0,H,Unknown,13.0,6.0,7.0,1.0,7.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,20,Evening / Night,4,4,1.0,0.5384615384615384,0.16666666666666666,19.0,8.0,19.0,6.0
La Liga,2024-2025,SP1,2025-05-11,13:00,Leganes,Espanol,3,2,H,2.0,0.0,H,Unknown,13.0,12.0,5.0,6.0,14.0,18.0,3.0,8.0,2.0,2.0,0.0,0.0,13,Early Kickoff,5,1,4.0,0.38461538461538464,0.5,25.0,11.0,32.0,11.0
La Liga,2024-2025,SP1,2025-05-11,15:15,Barcelona,Real Madrid,4,3,H,4.0,2.0,H,Unknown,23.0,9.0,9.0,5.0,17.0,15.0,10.0,2.0,4.0,3.0,0.0,0.0,15,Afternoon,7,1,7.0,0.391304347826087,0.5555555555555556,32.0,14.0,32.0,12.0
La Liga,2024-2025,SP1,2025-05-11,17:30,Ath Bilbao,Alaves,1,0,H,0.0,0.0,D,Unknown,11.0,4.0,3.0,1.0,17.0,12.0,9.0,2.0,1.0,1.0,0.0,0.0,17,Evening / Night,1,1,2.0,0.2727272727272727,0.25,15.0,4.0,29.0,11.0
La Liga,2024-2025,SP1,2025-05-11,20:00,Betis,Osasuna,1,1,D,0.0,0.0,D,Unknown,10.0,16.0,5.0,5.0,8.0,12.0,6.0,7.0,3.0,2.0,0.0,0.0,20,Evening / Night,2,0,5.0,0.5,0.3125,26.0,10.0,20.0,13.0
La Liga,2024-2025,SP1,2025-05-13,18:00,Valladolid,Girona,0,1,A,0.0,0.0,D,Unknown,11.0,13.0,4.0,5.0,5.0,19.0,6.0,4.0,0.0,0.0,0.0,0.0,18,Evening / Night,1,1,0.0,0.36363636363636365,0.38461538461538464,24.0,9.0,24.0,10.0
La Liga,2024-2025,SP1,2025-05-13,19:00,Sociedad,Celta,0,1,A,0.0,1.0,A,Unknown,15.0,6.0,5.0,2.0,18.0,11.0,14.0,1.0,3.0,1.0,0.0,0.0,19,Evening / Night,1,1,4.0,0.3333333333333333,0.3333333333333333,21.0,7.0,29.0,15.0
La Liga,2024-2025,SP1,2025-05-13,20:30,Sevilla,Las Palmas,1,0,H,0.0,0.0,D,Unknown,10.0,14.0,3.0,3.0,22.0,15.0,4.0,2.0,6.0,6.0,0.0,0.0,20,Evening / Night,1,1,12.0,0.3,0.21428571428571427,24.0,6.0,37.0,6.0
La Liga,2024-2025,SP1,2025-05-14,18:00,Alaves,Valencia,1,0,H,0.0,0.0,D,Unknown,11.0,10.0,5.0,3.0,16.0,10.0,9.0,4.0,4.0,3.0,0.0,0.0,18,Evening / Night,1,1,7.0,0.45454545454545453,0.3,21.0,8.0,26.0,13.0
La Liga,2024-2025,SP1,2025-05-14,18:00,Villarreal,Leganes,3,0,H,3.0,0.0,H,Unknown,17.0,23.0,7.0,6.0,5.0,11.0,3.0,6.0,1.0,1.0,0.0,0.0,18,Evening / Night,3,3,2.0,0.4117647058823529,0.2608695652173913,40.0,13.0,16.0,9.0
La Liga,2024-2025,SP1,2025-05-14,20:30,Real Madrid,Mallorca,2,1,H,0.0,1.0,A,Unknown,39.0,4.0,13.0,2.0,6.0,15.0,26.0,0.0,0.0,3.0,0.0,0.0,20,Evening / Night,3,1,3.0,0.3333333333333333,0.5,43.0,15.0,21.0,26.0
La Liga,2024-2025,SP1,2025-05-15,18:00,Vallecano,Betis,2,2,D,2.0,0.0,H,Unknown,20.0,10.0,6.0,3.0,8.0,18.0,10.0,7.0,1.0,3.0,0.0,0.0,18,Evening / Night,4,0,4.0,0.3,0.3,30.0,9.0,26.0,17.0
La Liga,2024-2025,SP1,2025-05-15,18:00,Osasuna,Ath Madrid,2,0,H,1.0,0.0,H,Unknown,9.0,9.0,3.0,5.0,12.0,11.0,3.0,5.0,1.0,1.0,0.0,0.0,18,Evening / Night,2,2,2.0,0.3333333333333333,0.5555555555555556,18.0,8.0,23.0,8.0
La Liga,2024-2025,SP1,2025-05-15,20:30,Espanol,Barcelona,0,2,A,0.0,0.0,D,Unknown,9.0,12.0,1.0,4.0,8.0,10.0,3.0,3.0,2.0,2.0,1.0,0.0,20,Evening / Night,2,2,5.0,0.1111111111111111,0.3333333333333333,21.0,5.0,18.0,6.0
La Liga,2024-2025,SP1,2025-05-15,20:30,Getafe,Ath Bilbao,0,2,A,0.0,0.0,D,Unknown,11.0,9.0,1.0,2.0,10.0,7.0,2.0,5.0,1.0,0.0,0.0,0.0,20,Evening / Night,2,2,1.0,0.09090909090909091,0.2222222222222222,20.0,3.0,17.0,7.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Ath Madrid,Betis,4,1,H,2.0,0.0,H,Unknown,20.0,12.0,11.0,7.0,12.0,9.0,7.0,4.0,1.0,1.0,0.0,0.0,18,Evening / Night,5,3,2.0,0.55,0.5833333333333334,32.0,18.0,21.0,11.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Barcelona,Villarreal,2,3,A,2.0,1.0,H,Unknown,24.0,7.0,9.0,3.0,14.0,9.0,11.0,3.0,2.0,0.0,0.0,0.0,18,Evening / Night,5,1,2.0,0.375,0.42857142857142855,31.0,12.0,23.0,14.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Celta,Vallecano,1,2,A,1.0,2.0,A,Unknown,24.0,7.0,7.0,2.0,10.0,17.0,9.0,2.0,2.0,3.0,0.0,0.0,18,Evening / Night,3,1,5.0,0.2916666666666667,0.2857142857142857,31.0,9.0,27.0,11.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Las Palmas,Leganes,0,1,A,0.0,1.0,A,Unknown,12.0,11.0,3.0,4.0,15.0,12.0,9.0,2.0,2.0,2.0,0.0,0.0,18,Evening / Night,1,1,4.0,0.25,0.36363636363636365,23.0,7.0,27.0,11.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Mallorca,Getafe,1,2,A,0.0,0.0,D,Unknown,7.0,10.0,1.0,4.0,14.0,9.0,3.0,4.0,2.0,2.0,0.0,0.0,18,Evening / Night,3,1,4.0,0.14285714285714285,0.4,17.0,5.0,23.0,7.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Osasuna,Espanol,2,0,H,1.0,0.0,H,Unknown,16.0,16.0,3.0,6.0,11.0,5.0,8.0,6.0,1.0,1.0,0.0,0.0,18,Evening / Night,2,2,2.0,0.1875,0.375,32.0,9.0,16.0,14.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Sevilla,Real Madrid,0,2,A,0.0,0.0,D,Unknown,6.0,16.0,1.0,6.0,7.0,9.0,1.0,7.0,0.0,1.0,2.0,0.0,18,Evening / Night,2,2,3.0,0.16666666666666666,0.375,22.0,7.0,16.0,8.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Sociedad,Girona,3,2,H,2.0,1.0,H,Unknown,15.0,9.0,9.0,5.0,10.0,9.0,9.0,2.0,1.0,3.0,0.0,0.0,18,Evening / Night,5,1,4.0,0.6,0.5555555555555556,24.0,14.0,19.0,11.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Valencia,Ath Bilbao,0,1,A,0.0,0.0,D,Unknown,6.0,10.0,2.0,4.0,10.0,16.0,5.0,3.0,3.0,1.0,0.0,0.0,18,Evening / Night,1,1,4.0,0.3333333333333333,0.4,16.0,6.0,26.0,8.0
La Liga,2024-2025,SP1,2025-05-18,18:00,Valladolid,Alaves,0,1,A,0.0,1.0,A,Unknown,7.0,14.0,1.0,4.0,12.0,24.0,5.0,9.0,0.0,2.0,0.0,0.0,18,Evening / Night,1,1,2.0,0.14285714285714285,0.2857142857142857,21.0,5.0,36.0,14.0
La Liga,2024-2025,SP1,2025-05-23,20:00,Betis,Valencia,1,1,D,1.0,0.0,H,Unknown,14.0,9.0,4.0,2.0,8.0,12.0,3.0,2.0,1.0,2.0,0.0,0.0,20,Evening / Night,2,0,3.0,0.2857142857142857,0.2222222222222222,23.0,6.0,20.0,5.0
La Liga,2024-2025,SP1,2025-05-24,15:15,Real Madrid,Sociedad,2,0,H,1.0,0.0,H,Unknown,16.0,9.0,8.0,1.0,5.0,7.0,11.0,4.0,0.0,0.0,0.0,0.0,15,Afternoon,2,2,0.0,0.5,0.1111111111111111,25.0,9.0,12.0,15.0
La Liga,2024-2025,SP1,2025-05-24,17:30,Espanol,Las Palmas,2,0,H,0.0,0.0,D,Unknown,8.0,10.0,3.0,4.0,12.0,11.0,3.0,6.0,3.0,2.0,0.0,0.0,17,Evening / Night,2,2,5.0,0.375,0.4,18.0,7.0,23.0,9.0
La Liga,2024-2025,SP1,2025-05-24,17:30,Leganes,Valladolid,3,0,H,3.0,0.0,H,Unknown,16.0,6.0,6.0,2.0,11.0,16.0,3.0,4.0,0.0,1.0,0.0,0.0,17,Evening / Night,3,3,1.0,0.375,0.3333333333333333,22.0,8.0,27.0,7.0
La Liga,2024-2025,SP1,2025-05-24,20:00,Alaves,Osasuna,1,1,D,0.0,0.0,D,Unknown,14.0,19.0,5.0,5.0,15.0,6.0,5.0,9.0,2.0,2.0,0.0,0.0,20,Evening / Night,2,0,4.0,0.35714285714285715,0.2631578947368421,33.0,10.0,21.0,14.0
La Liga,2024-2025,SP1,2025-05-24,20:00,Getafe,Celta,1,2,A,1.0,1.0,D,Unknown,6.0,15.0,1.0,8.0,13.0,10.0,2.0,6.0,3.0,4.0,1.0,0.0,20,Evening / Night,3,1,8.0,0.16666666666666666,0.5333333333333333,21.0,9.0,23.0,8.0
La Liga,2024-2025,SP1,2025-05-24,20:00,Vallecano,Mallorca,0,0,D,0.0,0.0,D,Unknown,27.0,9.0,8.0,2.0,9.0,14.0,11.0,2.0,2.0,2.0,0.0,0.0,20,Evening / Night,0,0,4.0,0.2962962962962963,0.2222222222222222,36.0,10.0,23.0,13.0
La Liga,2024-2025,SP1,2025-05-25,13:00,Girona,Ath Madrid,0,4,A,0.0,0.0,D,Unknown,2.0,19.0,1.0,11.0,13.0,11.0,1.0,8.0,0.0,1.0,0.0,0.0,13,Early Kickoff,4,4,1.0,0.5,0.5789473684210527,21.0,12.0,24.0,9.0
La Liga,2024-2025,SP1,2025-05-25,15:15,Villarreal,Sevilla,4,2,H,3.0,1.0,H,Unknown,12.0,17.0,7.0,6.0,8.0,14.0,3.0,5.0,0.0,1.0,0.0,0.0,15,Afternoon,6,2,1.0,0.5833333333333334,0.35294117647058826,29.0,13.0,22.0,8.0
La Liga,2024-2025,SP1,2025-05-25,20:00,Ath Bilbao,Barcelona,0,3,A,0.0,2.0,A,Unknown,10.0,13.0,1.0,4.0,21.0,10.0,2.0,6.0,1.0,0.0,0.0,0.0,20,Evening / Night,3,3,1.0,0.1,0.3076923076923077,23.0,5.0,31.0,8.0
La Liga,2025-2026,SP1,2025-08-15,18:00,Girona,Vallecano,1,3,A,0.0,3.0,A,Unknown,7.0,16.0,2.0,5.0,8.0,17.0,2.0,4.0,0.0,1.0,1.0,0.0,18,Evening / Night,4,2,2.0,0.2857142857142857,0.3125,23.0,7.0,25.0,6.0
La Liga,2025-2026,SP1,2025-08-15,20:30,Villarreal,Oviedo,2,0,H,2.0,0.0,H,Unknown,25.0,5.0,10.0,4.0,10.0,8.0,10.0,1.0,1.0,2.0,0.0,1.0,20,Evening / Night,2,2,4.0,0.4,0.8,30.0,14.0,18.0,11.0
La Liga,2025-2026,SP1,2025-08-16,18:30,Mallorca,Barcelona,0,3,A,0.0,2.0,A,Unknown,4.0,24.0,1.0,8.0,8.0,17.0,3.0,6.0,4.0,1.0,2.0,0.0,18,Evening / Night,3,3,7.0,0.25,0.3333333333333333,28.0,9.0,25.0,9.0
La Liga,2025-2026,SP1,2025-08-16,20:30,Alaves,Levante,2,1,H,1.0,0.0,H,Unknown,15.0,7.0,4.0,3.0,15.0,13.0,10.0,1.0,0.0,1.0,0.0,0.0,20,Evening / Night,3,1,1.0,0.26666666666666666,0.42857142857142855,22.0,7.0,28.0,11.0
La Liga,2025-2026,SP1,2025-08-16,20:30,Valencia,Sociedad,1,1,D,0.0,0.0,D,Unknown,18.0,13.0,2.0,3.0,5.0,11.0,8.0,7.0,1.0,2.0,0.0,0.0,20,Evening / Night,2,0,3.0,0.1111111111111111,0.23076923076923078,31.0,5.0,16.0,15.0
La Liga,2025-2026,SP1,2025-08-17,16:00,Celta,Getafe,0,2,A,0.0,0.0,D,Unknown,11.0,10.0,3.0,3.0,15.0,17.0,9.0,3.0,3.0,2.0,0.0,0.0,16,Afternoon,2,2,5.0,0.2727272727272727,0.3,21.0,6.0,32.0,12.0
La Liga,2025-2026,SP1,2025-08-17,18:30,Ath Bilbao,Sevilla,3,2,H,2.0,0.0,H,Unknown,14.0,12.0,3.0,6.0,8.0,12.0,10.0,1.0,0.0,2.0,0.0,0.0,18,Evening / Night,5,1,2.0,0.21428571428571427,0.5,26.0,9.0,20.0,11.0
La Liga,2025-2026,SP1,2025-08-17,20:30,Espanol,Ath Madrid,2,1,H,0.0,1.0,A,Unknown,10.0,15.0,5.0,4.0,14.0,11.0,1.0,3.0,3.0,3.0,0.0,0.0,20,Evening / Night,3,1,6.0,0.5,0.26666666666666666,25.0,9.0,25.0,4.0
La Liga,2025-2026,SP1,2025-08-18,20:00,Elche,Betis,1,1,D,0.0,1.0,A,Unknown,6.0,12.0,2.0,4.0,14.0,13.0,1.0,3.0,0.0,1.0,0.0,0.0,20,Evening / Night,2,0,1.0,0.3333333333333333,0.3333333333333333,18.0,6.0,27.0,4.0
La Liga,2025-2026,SP1,2025-08-19,20:00,Real Madrid,Osasuna,1,0,H,0.0,0.0,D,Unknown,18.0,2.0,5.0,0.0,10.0,12.0,7.0,0.0,1.0,0.0,0.0,1.0,20,Evening / Night,1,1,2.0,0.2777777777777778,0.0,20.0,5.0,22.0,7.0
La Liga,2025-2026,SP1,2025-08-22,20:30,Betis,Alaves,1,0,H,1.0,0.0,H,Unknown,16.0,11.0,5.0,5.0,10.0,17.0,5.0,2.0,2.0,3.0,0.0,0.0,20,Evening / Night,1,1,5.0,0.3125,0.45454545454545453,27.0,10.0,27.0,7.0
La Liga,2025-2026,SP1,2025-08-23,16:00,Mallorca,Celta,1,1,D,0.0,1.0,A,Unknown,12.0,8.0,4.0,2.0,12.0,12.0,3.0,4.0,3.0,3.0,0.0,0.0,16,Afternoon,2,0,6.0,0.3333333333333333,0.25,20.0,6.0,24.0,7.0
La Liga,2025-2026,SP1,2025-08-23,18:30,Ath Madrid,Elche,1,1,D,1.0,1.0,D,Unknown,13.0,6.0,6.0,2.0,14.0,7.0,10.0,2.0,0.0,3.0,0.0,0.0,18,Evening / Night,2,0,3.0,0.46153846153846156,0.3333333333333333,19.0,8.0,21.0,12.0
La Liga,2025-2026,SP1,2025-08-23,20:30,Levante,Barcelona,2,3,A,2.0,0.0,H,Unknown,8.0,26.0,5.0,10.0,10.0,8.0,0.0,11.0,3.0,1.0,0.0,0.0,20,Evening / Night,5,1,4.0,0.625,0.38461538461538464,34.0,15.0,18.0,11.0
La Liga,2025-2026,SP1,2025-08-24,16:00,Osasuna,Valencia,1,0,H,1.0,0.0,H,Unknown,16.0,4.0,4.0,1.0,14.0,13.0,3.0,4.0,2.0,1.0,0.0,1.0,16,Afternoon,1,1,4.0,0.25,0.25,20.0,5.0,27.0,7.0
La Liga,2025-2026,SP1,2025-08-24,18:30,Sociedad,Espanol,2,2,D,0.0,2.0,A,Unknown,15.0,14.0,7.0,3.0,16.0,18.0,5.0,2.0,2.0,2.0,0.0,0.0,18,Evening / Night,4,0,4.0,0.4666666666666667,0.21428571428571427,29.0,10.0,34.0,7.0
La Liga,2025-2026,SP1,2025-08-24,18:30,Villarreal,Girona,5,0,H,4.0,0.0,H,Unknown,19.0,5.0,7.0,2.0,8.0,9.0,8.0,1.0,1.0,2.0,0.0,0.0,18,Evening / Night,5,5,3.0,0.3684210526315789,0.4,24.0,9.0,17.0,9.0
La Liga,2025-2026,SP1,2025-08-24,20:30,Oviedo,Real Madrid,0,3,A,0.0,1.0,A,Unknown,6.0,26.0,3.0,10.0,8.0,7.0,1.0,9.0,2.0,1.0,0.0,0.0,20,Evening / Night,3,3,3.0,0.5,0.38461538461538464,32.0,13.0,15.0,10.0
La Liga,2025-2026,SP1,2025-08-25,18:30,Ath Bilbao,Vallecano,1,0,H,0.0,0.0,D,Unknown,11.0,6.0,4.0,1.0,13.0,13.0,3.0,6.0,0.0,4.0,0.0,0.0,18,Evening / Night,1,1,4.0,0.36363636363636365,0.16666666666666666,17.0,5.0,26.0,9.0
La Liga,2025-2026,SP1,2025-08-25,20:30,Sevilla,Getafe,1,2,A,1.0,1.0,D,Unknown,12.0,9.0,3.0,6.0,10.0,24.0,5.0,3.0,2.0,2.0,0.0,0.0,20,Evening / Night,3,1,4.0,0.25,0.6666666666666666,21.0,9.0,34.0,8.0
La Liga,2025-2026,SP1,2025-08-27,20:00,Celta,Betis,1,1,D,0.0,1.0,A,Unknown,14.0,7.0,5.0,2.0,13.0,11.0,10.0,4.0,1.0,2.0,0.0,0.0,20,Evening / Night,2,0,3.0,0.35714285714285715,0.2857142857142857,21.0,7.0,24.0,14.0
La Liga,2025-2026,SP1,2025-08-29,18:30,Elche,Levante,2,0,H,0.0,0.0,D,Unknown,16.0,11.0,5.0,1.0,14.0,17.0,4.0,2.0,1.0,2.0,0.0,0.0,18,Evening / Night,2,2,3.0,0.3125,0.09090909090909091,27.0,6.0,31.0,6.0
La Liga,2025-2026,SP1,2025-08-29,20:30,Valencia,Getafe,3,0,H,1.0,0.0,H,Unknown,7.0,11.0,4.0,1.0,18.0,7.0,8.0,6.0,2.0,0.0,0.0,0.0,20,Evening / Night,3,3,2.0,0.5714285714285714,0.09090909090909091,18.0,5.0,25.0,14.0
La Liga,2025-2026,SP1,2025-08-30,16:00,Alaves,Ath Madrid,1,1,D,1.0,1.0,D,Unknown,5.0,15.0,2.0,6.0,10.0,17.0,1.0,6.0,2.0,3.0,0.0,0.0,16,Afternoon,2,0,5.0,0.4,0.4,20.0,8.0,27.0,7.0
La Liga,2025-2026,SP1,2025-08-30,18:00,Oviedo,Sociedad,1,0,H,1.0,0.0,H,Unknown,8.0,18.0,1.0,6.0,7.0,18.0,1.0,10.0,2.0,1.0,0.0,0.0,18,Evening / Night,1,1,3.0,0.125,0.3333333333333333,26.0,7.0,25.0,11.0
La Liga,2025-2026,SP1,2025-08-30,18:30,Girona,Sevilla,0,2,A,0.0,1.0,A,Unknown,20.0,13.0,5.0,4.0,5.0,14.0,11.0,3.0,0.0,2.0,0.0,0.0,18,Evening / Night,2,2,2.0,0.25,0.3076923076923077,33.0,9.0,19.0,14.0
La Liga,2025-2026,SP1,2025-08-30,20:30,Real Madrid,Mallorca,2,1,H,2.0,1.0,H,Unknown,17.0,9.0,7.0,5.0,12.0,7.0,4.0,5.0,2.0,0.0,0.0,0.0,20,Evening / Night,3,1,2.0,0.4117647058823529,0.5555555555555556,26.0,12.0,19.0,9.0
La Liga,2025-2026,SP1,2025-08-31,16:00,Celta,Villarreal,1,1,D,0.0,0.0,D,Unknown,10.0,8.0,2.0,3.0,11.0,8.0,1.0,5.0,1.0,1.0,0.0,0.0,16,Afternoon,2,0,2.0,0.2,0.375,18.0,5.0,19.0,6.0
La Liga,2025-2026,SP1,2025-08-31,18:00,Betis,Ath Bilbao,1,2,A,0.0,0.0,D,Unknown,9.0,15.0,2.0,6.0,9.0,16.0,4.0,10.0,1.0,4.0,0.0,1.0,18,Evening / Night,3,1,6.0,0.2222222222222222,0.4,24.0,8.0,25.0,14.0
La Liga,2025-2026,SP1,2025-08-31,18:30,Espanol,Osasuna,1,0,H,0.0,0.0,D,Unknown,10.0,10.0,4.0,3.0,13.0,14.0,2.0,3.0,2.0,3.0,0.0,0.0,18,Evening / Night,1,1,5.0,0.4,0.3,20.0,7.0,27.0,5.0
La Liga,2025-2026,SP1,2025-08-31,20:30,Vallecano,Barcelona,1,1,D,0.0,1.0,A,Unknown,12.0,12.0,6.0,3.0,16.0,8.0,9.0,4.0,4.0,1.0,0.0,0.0,20,Evening / Night,2,0,5.0,0.5,0.25,24.0,9.0,24.0,13.0
La Liga,2025-2026,SP1,2025-09-12,20:00,Sevilla,Elche,2,2,D,1.0,0.0,H,Unknown,7.0,5.0,3.0,2.0,23.0,19.0,2.0,2.0,4.0,3.0,0.0,0.0,20,Evening / Night,4,0,7.0,0.42857142857142855,0.4,12.0,5.0,42.0,4.0
La Liga,2025-2026,SP1,2025-09-13,13:00,Getafe,Oviedo,2,0,H,2.0,0.0,H,Unknown,10.0,5.0,3.0,1.0,12.0,18.0,4.0,3.0,2.0,5.0,0.0,1.0,13,Early Kickoff,2,2,8.0,0.3,0.2,15.0,4.0,30.0,7.0
La Liga,2025-2026,SP1,2025-09-13,15:15,Sociedad,Real Madrid,1,2,A,0.0,2.0,A,Unknown,23.0,16.0,4.0,6.0,17.0,7.0,12.0,4.0,2.0,1.0,0.0,1.0,15,Afternoon,3,1,4.0,0.17391304347826086,0.375,39.0,10.0,24.0,16.0
La Liga,2025-2026,SP1,2025-09-13,17:30,Ath Bilbao,Alaves,0,1,A,0.0,0.0,D,Unknown,12.0,4.0,3.0,2.0,17.0,21.0,6.0,6.0,4.0,3.0,0.0,0.0,17,Evening / Night,1,1,7.0,0.25,0.5,16.0,5.0,38.0,12.0
La Liga,2025-2026,SP1,2025-09-13,20:00,Ath Madrid,Villarreal,2,0,H,1.0,0.0,H,Unknown,8.0,8.0,3.0,1.0,12.0,15.0,8.0,3.0,2.0,4.0,0.0,0.0,20,Evening / Night,2,2,6.0,0.375,0.125,16.0,4.0,27.0,11.0
La Liga,2025-2026,SP1,2025-09-14,13:00,Celta,Girona,1,1,D,0.0,1.0,A,Unknown,21.0,13.0,7.0,8.0,7.0,9.0,10.0,3.0,0.0,3.0,0.0,0.0,13,Early Kickoff,2,0,3.0,0.3333333333333333,0.6153846153846154,34.0,15.0,16.0,13.0
La Liga,2025-2026,SP1,2025-09-14,15:15,Levante,Betis,2,2,D,2.0,1.0,H,Unknown,5.0,28.0,2.0,9.0,16.0,11.0,4.0,12.0,3.0,2.0,0.0,0.0,15,Afternoon,4,0,5.0,0.4,0.32142857142857145,33.0,11.0,27.0,16.0
La Liga,2025-2026,SP1,2025-09-14,17:30,Osasuna,Vallecano,2,0,H,1.0,0.0,H,Unknown,9.0,19.0,7.0,6.0,13.0,7.0,3.0,6.0,3.0,2.0,0.0,0.0,17,Evening / Night,2,2,5.0,0.7777777777777778,0.3157894736842105,28.0,13.0,20.0,9.0
La Liga,2025-2026,SP1,2025-09-14,20:00,Barcelona,Valencia,6,0,H,1.0,0.0,H,Unknown,24.0,2.0,10.0,1.0,9.0,8.0,5.0,4.0,0.0,1.0,0.0,0.0,20,Evening / Night,6,6,1.0,0.4166666666666667,0.5,26.0,11.0,17.0,9.0
La Liga,2025-2026,SP1,2025-09-15,20:00,Espanol,Mallorca,3,2,H,2.0,1.0,H,Unknown,9.0,24.0,3.0,10.0,9.0,16.0,3.0,9.0,2.0,1.0,1.0,0.0,20,Evening / Night,5,1,4.0,0.3333333333333333,0.4166666666666667,33.0,13.0,25.0,12.0
La Liga,2025-2026,SP1,2025-09-19,20:00,Betis,Sociedad,3,1,H,1.0,1.0,D,Unknown,21.0,11.0,6.0,5.0,7.0,20.0,3.0,5.0,3.0,7.0,0.0,0.0,20,Evening / Night,4,2,10.0,0.2857142857142857,0.45454545454545453,32.0,11.0,27.0,8.0
La Liga,2025-2026,SP1,2025-09-20,13:00,Girona,Levante,0,4,A,0.0,1.0,A,Unknown,7.0,14.0,1.0,7.0,11.0,17.0,5.0,4.0,4.0,3.0,2.0,0.0,13,Early Kickoff,4,4,9.0,0.14285714285714285,0.5,21.0,8.0,28.0,9.0
La Liga,2025-2026,SP1,2025-09-20,15:15,Real Madrid,Espanol,2,0,H,1.0,0.0,H,Unknown,16.0,8.0,5.0,1.0,10.0,20.0,5.0,3.0,2.0,0.0,0.0,0.0,15,Afternoon,2,2,2.0,0.3125,0.125,24.0,6.0,30.0,8.0
La Liga,2025-2026,SP1,2025-09-20,17:30,Alaves,Sevilla,1,2,A,1.0,1.0,D,Unknown,8.0,9.0,5.0,3.0,20.0,19.0,4.0,4.0,1.0,7.0,0.0,0.0,17,Evening / Night,3,1,8.0,0.625,0.3333333333333333,17.0,8.0,39.0,8.0
La Liga,2025-2026,SP1,2025-09-20,17:30,Villarreal,Osasuna,2,1,H,0.0,1.0,A,Unknown,26.0,6.0,8.0,3.0,10.0,11.0,7.0,0.0,2.0,3.0,0.0,1.0,17,Evening / Night,3,1,6.0,0.3076923076923077,0.5,32.0,11.0,21.0,7.0
La Liga,2025-2026,SP1,2025-09-20,20:00,Valencia,Ath Bilbao,2,0,H,0.0,0.0,D,Unknown,13.0,11.0,5.0,5.0,13.0,6.0,5.0,6.0,1.0,1.0,0.0,1.0,20,Evening / Night,2,2,3.0,0.38461538461538464,0.45454545454545453,24.0,10.0,19.0,11.0
La Liga,2025-2026,SP1,2025-09-21,13:00,Vallecano,Celta,1,1,D,0.0,0.0,D,Unknown,15.0,9.0,5.0,5.0,8.0,10.0,5.0,7.0,1.0,1.0,0.0,0.0,13,Early Kickoff,2,0,2.0,0.3333333333333333,0.5555555555555556,24.0,10.0,18.0,12.0
La Liga,2025-2026,SP1,2025-09-21,15:15,Mallorca,Ath Madrid,1,1,D,0.0,0.0,D,Unknown,8.0,12.0,3.0,7.0,14.0,6.0,3.0,6.0,0.0,0.0,0.0,1.0,15,Afternoon,2,0,1.0,0.375,0.5833333333333334,20.0,10.0,20.0,9.0
La Liga,2025-2026,SP1,2025-09-21,17:30,Elche,Oviedo,1,0,H,1.0,0.0,H,Unknown,15.0,12.0,5.0,4.0,9.0,18.0,3.0,3.0,2.0,2.0,0.0,0.0,17,Evening / Night,1,1,4.0,0.3333333333333333,0.3333333333333333,27.0,9.0,27.0,6.0
La Liga,2025-2026,SP1,2025-09-21,20:00,Barcelona,Getafe,3,0,H,2.0,0.0,H,Unknown,16.0,3.0,7.0,2.0,9.0,15.0,3.0,2.0,2.0,4.0,0.0,0.0,20,Evening / Night,3,3,6.0,0.4375,0.6666666666666666,19.0,9.0,24.0,5.0
La Liga,2025-2026,SP1,2025-09-23,18:00,Ath Bilbao,Girona,1,1,D,0.0,1.0,A,Unknown,17.0,6.0,5.0,3.0,19.0,15.0,8.0,1.0,0.0,2.0,0.0,0.0,18,Evening / Night,2,0,2.0,0.29411764705882354,0.5,23.0,8.0,34.0,9.0
